age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Y
1.3568724,1.8745191,1.8704813,2.308922,2.2828104,0.9963229,1.6160253,-2.02355,0,-0.18542047,-0.2144828,0.0023637787,-3.3534412,1
0.61207724,-1.258706,-0.17871979,1.13114,2.2828104,1.4931453,0.36560136,-2.02355,1,0.039555967,-0.21272886,0.73026025,0.5915849,0
-0.34249175,-0.21429756,-0.7727732,-2.7948,0.9474845,0.002677955,0.36560136,-3.2271006,1,-0.14786413,-0.21816885,-0.07708083,-2.0384326,0
-0.09357193,-2.3031142,2.1371913,-2.7948,-1.0555043,0.002677955,2.2412374,0.3835513,0,-0.26579565,-0.37559673,0.010790043,-3.8465695,1
0.04044554,3.9633358,-0.56524813,0.73854595,2.2828104,0.4995004,1.6160253,-0.81999934,1,-0.10376915,-0.15003574,-0.015913583,0.09845663,1
1.8559872,-0.21429756,0.7535392,-0.83183,2.2828104,1.244734,1.6160253,0.3835513,0,-0.14786413,-0.21816885,-0.07708083,0.26283273,0
-0.9333264,2.9189274,0.3557933,1.916328,-1.7231672,1.244734,-0.25961065,-0.81999934,1,-0.3625807,-0.29322383,-0.022888392,-3.0246892,1
-1.100588,-0.21429756,2.6034293,-0.43923604,0.9474845,-1.4877894,-0.25961065,0.3835513,1,-0.14786413,-0.21816885,0.7509973,0.26283273,0
0.03655634,-0.21429756,1.586567,-0.43923604,0.9474845,-0.4941445,0.9908134,0.3835513,1,-0.14786413,-0.21816885,-2.3956997,0.26283273,0
1.0220814,0.8301108,-0.07225547,1.916328,-0.38784134,0.74791163,-0.88482267,-0.81999934,1,13.317986,-0.21816885,1.9931146,0.26283273,1
0.7692104,-2.3031142,-0.58527374,2.308922,0.27982157,-0.990967,2.2412374,-0.81999934,0,-0.22584818,-0.32419503,1.7899452,-1.5453043,0
0.35682696,0.8301108,-1.1043278,0.73854595,-1.7231672,-0.24573328,-0.25961065,-0.81999934,0,-0.29630575,-0.16078025,1.5057924,-5.161578,1
-0.9489687,0.8301108,0.73148894,1.13114,0.9474845,-1.4877894,-0.25961065,0.3835513,0,-0.14786413,-0.21816885,-0.07708083,0.26283273,0
1.3388946,2.9189274,1.5034884,1.916328,2.2828104,0.002677955,0.9908134,-2.02355,1,-0.21631274,-0.26123774,-0.5999234,-1.052176,1
-0.23431192,-2.3031142,-0.54933757,1.13114,1.6151475,0.002677955,-0.25961065,-2.02355,1,-0.11630498,-0.20298429,-0.4523996,-1.7096804,1
-0.83211714,2.9189274,0.14194125,-1.224424,-0.38784134,1.4931453,0.9908134,-2.02355,1,-0.17794539,-0.2640412,1.6710455,-1.7096804,0
-0.65110135,1.8745191,-0.10965956,0.34595194,0.27982157,-0.74255574,-0.88482267,-2.02355,1,-0.13418113,-0.27934274,-0.42281094,-4.339698,1
-0.10827419,1.8745191,1.0431334,-0.83183,-1.0555043,0.2510892,0.9908134,-0.81999934,0,-0.20623247,-0.34933484,0.07639909,0.4272088,1
-0.79734945,-0.21429756,-0.06605561,0.34595194,0.9474845,1.244734,-0.25961065,0.3835513,1,-0.14786413,-0.21816885,-0.07708083,0.26283273,0
0.64303327,-0.21429756,-0.29190493,-0.83183,-1.7231672,0.2510892,-0.25961065,0.3835513,0,-0.14786413,-0.21816885,0.5853817,0.26283273,0
0.9462718,-0.21429756,0.46455374,-0.43923604,-0.38784134,-0.24573328,-0.88482267,0.3835513,1,-0.14786413,4.4753456,0.0885348,0.26283273,1
-1.100588,-0.21429756,4.3995967,-0.43923604,0.9474845,-0.990967,0.9908134,0.3835513,1,-0.14786413,-0.21816885,-0.07708083,-4.832826,0
