age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Y
0.49096867,-0.2126521,-1.4550575,1.1326599,-0.3868467,-0.9839195,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.33707833,0.264447,1
1.3085144,1.8719205,-0.02101551,2.3080552,0.94334555,0.00986172,-0.25782338,-4.4098415,0,-0.1532682,-0.07768169,2.6546874,-2.0116827,0
0.5230521,3.9564931,-1.1398536,-0.82633215,2.2735379,0.75519764,0.36791635,-2.0124798,1,-0.10787664,-0.37997317,1.9465368,-5.751039,1
1.9326403,-1.2549384,-0.72011423,-0.43453375,2.2735379,-0.73547417,-0.25782338,0.38488203,1,-0.14619109,-0.22122559,-0.07857088,0.264447,0
-0.42745763,-1.2549384,-0.25101244,-0.43453375,0.27824944,1.5005335,-0.8835631,-3.2111607,1,-0.033398844,-0.18823154,0.7277901,-3.6374898,1
1.3256207,1.8719205,1.4976147,1.5244583,-1.717039,1.2520882,1.6193957,0.38488203,0,-0.14619109,5.49007,1.584026,0.264447,0
-0.9507029,-0.2126521,-0.5354706,-0.042735342,0.94334555,-1.48081,0.99365604,0.38488203,0,-0.14619109,-0.22122559,-0.07857088,0.264447,0
1.4773755,-0.2126521,-0.43550166,-0.43453375,-0.3868467,0.258307,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,-0.07857088,0.264447,0
-0.9507029,-0.2126521,-0.14343683,-0.042735342,-0.3868467,-0.9839195,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.33707833,0.264447,1
-1.2542127,-0.2126521,2.8892047,-0.43453375,0.94334555,0.258307,0.99365604,-2.0124798,1,-0.14619109,-0.22122559,-0.07857088,0.264447,0
0.33921376,-0.2126521,0.36104655,1.5244583,-0.3868467,-0.73547417,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.17081866,0.264447,1
0.7944785,-0.2126521,-0.54336965,-0.042735342,-0.3868467,0.00986172,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.75272757,0.264447,1
0.33921376,1.8719205,0.49402797,1.5244583,-0.3868467,1.2520882,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.33707833,0.264447,0
-1.1024579,-0.2126521,-1.0070176,-0.042735342,1.6084417,0.258307,-0.25782338,0.38488203,1,-0.14619109,4.3595314,-0.07857088,0.264447,0
0.18745886,2.9142067,-0.3420725,-0.43453375,0.94334555,-0.9839195,-0.25782338,0.38488203,1,-0.14619109,-0.22122559,0.75272757,0.264447,0
1.6291305,-1.2549384,0.4138304,-0.43453375,-0.3868467,0.258307,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,-0.07857088,0.264447,0
1.1738657,-0.2126521,-0.92393035,-0.43453375,-0.3868467,-0.9839195,-0.8835631,0.38488203,1,-0.14619109,-0.22122559,0.17081866,0.264447,0
