age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Y
-0.9506425,2.937398,0.1258466,1.912317,0.94641834,0.7540448,-0.25362924,-3.2208908,1,0.18615998,-0.21831718,0.74676645,-3.026336,0
0.40644446,-2.31234,-0.78839797,-2.7883117,-1.0540438,-0.48764038,-0.25362924,-4.4226956,0,-0.009554073,-0.3043466,-0.1581046,-4.5068264,1
-0.42102617,-0.21244483,-0.06949584,-0.43799728,0.94641834,0.2573707,-0.25362924,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.63820654,-0.21244483,-0.016340606,-0.046278223,-0.3872231,0.7540448,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.07843822,-1.2623924,-0.09466219,-2.7883117,1.613239,1.2507188,2.2554069,-2.0190861,0,-0.1514482,-0.47608984,1.1454388,-0.5588517,1
-0.9506425,-0.21244483,1.4303887,-0.046278223,0.94641834,-1.4809885,0.3736298,-3.2208908,1,-0.14686556,-0.21831718,1.5753338,-3.026336,0
-0.42102617,-0.21244483,-0.53188705,-0.43799728,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,4.678457,0.33248278,0.26364303,1
0.48688757,-0.21244483,-0.13200203,-0.43799728,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.5625471,-0.21244483,-0.01511518,-0.43799728,-0.3872231,0.2573707,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-1.480259,-0.21244483,-1.1384921,-2.0048735,0.94641834,-0.23930335,1.0008888,0.384523,1,-0.14686556,-0.21831718,-1.324652,0.26364303,0
2.302715,-0.21244483,3.0453126,-1.2214354,-0.3872231,0.7540448,-0.8808883,-2.0190861,1,-0.14686556,-0.21831718,0.33248278,0.26364303,0
-0.42102617,-0.21244483,2.816516,-2.7883117,-0.3872231,-0.23930335,0.3736298,0.384523,1,-0.14686556,-0.21831718,-0.0818009,-1.8748434,0
-0.592684,2.937398,0.024041416,-2.0048735,2.2800598,0.7540448,1.6281478,-0.8172816,0,0.8219078,-0.18401292,0.39539075,-3.684332,0
0.18424967,-0.21244483,-0.088197745,1.128879,-1.7208645,0.7540448,-0.25362924,0.384523,0,-0.14686556,-0.21831718,0.74676645,0.26364303,1
-0.53805315,2.937398,1.5283064,-1.2214354,2.2800598,1.0023818,2.2554069,-4.4226956,1,-0.26055965,-0.25930452,-0.1909138,-0.8878496,1
-0.49987882,-2.31234,-0.35541716,-3.1800308,-1.0540438,1.4990559,0.3736298,-4.4226956,0,-0.06309079,-0.14618021,1.1061157,-3.5198328,1
0.032930706,-0.21244483,1.1862837,1.520598,0.94641834,-0.7359774,-0.25362924,-2.0190861,1,1.0178449,-0.21831718,0.91247994,0.26364303,1
-0.9506425,-0.21244483,0.21824376,-0.43799728,0.94641834,-1.4809885,1.6281478,-2.0190861,0,-0.14686556,-0.21831718,-0.0818009,-2.3683403,0
1.2434824,-2.31234,-1.4535965,1.520598,-0.3872231,-0.7359774,-0.8808883,0.384523,1,-0.14686556,-0.21831718,1.5753338,0.26364303,1
-1.4045994,-0.21244483,-0.6022548,-0.046278223,0.94641834,0.2573707,1.0008888,0.384523,0,-0.14686556,-0.21831718,-1.7389356,0.26364303,0
-0.19404773,-0.21244483,-0.21984628,-1.2214354,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
2.8323314,-1.2623924,1.3142842,-0.43799728,2.2800598,0.2573707,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-2.3189328,0.26364303,0
0.48688757,-0.21244483,-0.46438488,0.7371599,-1.7208645,1.7473929,-0.25362924,0.384523,1,-0.14686556,-0.21831718,1.1610501,0.26364303,0
-1.2532804,-0.21244483,-0.029028486,-1.2214354,-1.7208645,1.2507188,1.0008888,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,0
0.41122812,-0.21244483,1.5861782,-0.046278223,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.33248278,0.26364303,1
-0.3453667,-0.21244483,0.059739538,0.7371599,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,1
-0.8749831,-0.21244483,0.271974,-0.43799728,-0.3872231,-0.23930335,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,0
0.86518496,-0.21244483,0.20479235,-1.6131545,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,1
-0.6480046,-0.21244483,0.053480435,-0.8297163,-0.3872231,-0.48764038,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.24962604,0.26364303,0
1.3948014,-0.21244483,-0.43282542,1.128879,-0.3872231,-0.7359774,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,1
-0.3453667,-0.21244483,0.6657979,-0.43799728,-0.3872231,-0.7359774,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,0
-1.4045994,-0.21244483,0.43137375,-0.43799728,0.94641834,1.2507188,1.6281478,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-0.42102617,-0.21244483,-0.5643703,0.7371599,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.33248278,0.26364303,0
-1.1651374,-0.21244483,0.13297814,-1.6131545,-1.0540438,0.009033683,2.2554069,-2.0190861,0,-0.07166569,-0.40264428,-0.019083694,-4.6713257,1
-1.611734,3.9873455,-1.5702723,-3.5717497,-1.7208645,0.009033683,0.3736298,-4.4226956,1,-0.37551323,-0.3232376,-0.44321793,-5.658319,1
2.8323314,-1.2623924,0.3217169,-1.6131545,-1.7208645,1.7473929,-0.25362924,-2.0190861,1,-0.14686556,-0.21831718,-1.7389356,0.26364303,0
-0.7236641,-0.21244483,-0.7021742,-0.43799728,1.613239,-0.98431444,1.6281478,0.384523,1,-0.14686556,-0.21831718,-0.49608457,0.26364303,0
0.33556864,-1.2623924,1.1498791,-0.046278223,-1.7208645,-1.4809885,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
1.6974393,-0.21244483,-0.3799624,-0.046278223,-1.7208645,0.2573707,-0.25362924,-2.0190861,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-1.5034597,3.9873455,-1.277183,2.3040361,2.2800598,-0.48764038,-0.25362924,-4.4226956,1,-0.21129738,-0.3261189,-1.4533814,-4.8358245,1
2.0000772,-2.31234,-1.3679674,-0.046278223,-0.3872231,-1.4809885,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.58105296,0.26364303,1
0.014103852,2.937398,0.2865334,2.3040361,1.613239,-0.23930335,1.0008888,-3.2208908,1,-0.12751372,-0.17068058,-0.17093027,-1.5458454,1
0.713866,-2.31234,-0.87735367,-0.046278223,0.94641834,-1.4809885,-0.25362924,0.384523,1,-0.14686556,-0.21831718,-0.91036826,0.26364303,0
-0.042728774,-0.21244483,-0.73930466,-0.43799728,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,4.678457,4.8067465,0.26364303,1
0.713866,-0.21244483,0.036258478,1.128879,-1.7208645,-1.4809885,1.0008888,0.384523,1,-0.14686556,-0.21831718,-0.24751437,0.26364303,1
0.3111837,-1.2623924,-0.42001522,-3.1800308,-1.0540438,1.7473929,1.0008888,-3.2208908,0,-0.08341787,-0.16806991,-0.04277415,-2.532839,0
-0.79932356,-0.21244483,-0.80179197,0.34544083,0.94641834,0.2573707,-0.25362924,-2.0190861,0,-0.14686556,-0.21831718,0.58105296,0.26364303,0
-1.177621,-0.21244483,-0.2783651,-0.046278223,0.27959764,-0.23930335,1.6281478,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
2.6229749,0.8375028,0.27391356,-3.1800308,-1.0540438,-0.23930335,2.2554069,-2.0190861,0,-0.2029373,-0.2952034,-0.0972042,-5.0003233,1
0.713866,-0.21244483,0.41082427,-0.43799728,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,1
0.63820654,-0.21244483,0.1099726,-0.43799728,0.94641834,-1.4809885,1.6281478,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-1.1019615,-0.21244483,0.6427975,1.128879,0.94641834,1.2507188,-0.25362924,0.384523,1,-0.14686556,-0.21831718,1.1610501,-2.3683403,0
0.108590186,-0.21244483,-1.1367764,1.128879,-0.3872231,-0.48764038,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-0.2697072,-0.21244483,0.5327825,-0.43799728,0.94641834,0.2573707,-0.25362924,0.384523,1,0.30271214,-0.21831718,0.74676645,0.26364303,0
0.18424967,-0.21244483,-0.6893638,-0.43799728,-0.3872231,1.2507188,-0.8808883,0.384523,1,0.8399068,-0.21831718,0.74676645,0.26364303,1
-0.46816468,1.8874503,1.2058319,2.3040361,0.94641834,1.0023818,-0.25362924,-3.2208908,0,-0.28279245,-0.10269938,-0.14439411,-2.2038412,0
-1.4045994,-0.21244483,1.0920672,-1.2214354,0.94641834,-0.23930335,-0.25362924,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.979697,-0.21244483,-0.24336296,-2.7883117,-1.7208645,-0.48764038,1.6281478,-4.4226956,0,-0.16779865,-0.26438236,0.14724746,-3.190835,0
0.108590186,0.8375028,-1.0680395,-0.43799728,-0.3872231,-0.23930335,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
1.6974393,-0.21244483,1.6226487,0.7371599,-0.3872231,-0.7359774,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,1
-0.11838825,-0.21244483,2.6637807,0.34544083,-1.7208645,0.2573707,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-3.0646434,0.26364303,0
-1.3289399,-0.21244483,-0.03277075,-0.046278223,0.94641834,0.2573707,1.0008888,0.384523,1,-0.14686556,-0.21831718,-0.49608457,0.26364303,0
-1.3289399,-1.2623924,0.030178474,-0.046278223,0.94641834,-1.4809885,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-0.8749831,-0.21244483,-0.4097497,-0.046278223,0.94641834,0.009033683,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
