age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Y
-0.9506425,2.937398,0.1258466,1.912317,0.94641834,0.7540448,-0.25362924,-3.2208908,1,0.18615998,-0.21831718,0.74676645,-3.026336,0
0.41122812,-1.2623924,-0.71952814,-0.43799728,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-0.42102617,-0.21244483,-0.06949584,-0.43799728,0.94641834,0.2573707,-0.25362924,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.63820654,-0.21244483,-0.016340606,-0.046278223,-0.3872231,0.7540448,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.032930706,-0.21244483,0.011071245,-0.43799728,0.94641834,-0.98431444,-0.25362924,0.384523,1,-0.14686556,-0.21831718,1.0781934,0.26364303,0
-0.9506425,-0.21244483,1.4303887,-0.046278223,0.94641834,-1.4809885,0.3736298,-3.2208908,1,-0.14686556,-0.21831718,1.5753338,-3.026336,0
-0.42102617,-0.21244483,-0.53188705,-0.43799728,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,4.678457,0.33248278,0.26364303,1
0.48688757,-0.21244483,-0.13200203,-0.43799728,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.5625471,-0.21244483,-0.01511518,-0.43799728,-0.3872231,0.2573707,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
-1.480259,-0.21244483,-1.1384921,-2.0048735,0.94641834,-0.23930335,1.0008888,0.384523,1,-0.14686556,-0.21831718,-1.324652,0.26364303,0
2.302715,-0.21244483,3.0453126,-1.2214354,-0.3872231,0.7540448,-0.8808883,-2.0190861,1,-0.14686556,-0.21831718,0.33248278,0.26364303,0
-0.42102617,-0.21244483,2.816516,-2.7883117,-0.3872231,-0.23930335,0.3736298,0.384523,1,-0.14686556,-0.21831718,-0.0818009,-1.8748434,0
-0.42102617,-0.21244483,-0.015859863,1.520598,-0.3872231,-0.7359774,-0.8808883,0.384523,1,0.8399068,-0.21831718,0.33248278,0.26364303,1
0.18424967,-0.21244483,-0.088197745,1.128879,-1.7208645,0.7540448,-0.25362924,0.384523,0,-0.14686556,-0.21831718,0.74676645,0.26364303,1
