age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Y
-0.9506425,2.937398,0.1258466,1.912317,0.94641834,0.7540448,-0.25362924,-3.2208908,1,0.18615998,-0.21831718,0.74676645,-3.026336,0
0.27685982,-0.21244483,-0.7665309,-0.046278223,-1.0540438,1.4990559,-0.25362924,-3.2208908,0,-0.03256215,-0.16323017,-0.19608483,-4.8358245,1
-0.42102617,-0.21244483,-0.06949584,-0.43799728,0.94641834,0.2573707,-0.25362924,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.63820654,-0.21244483,-0.016340606,-0.046278223,-0.3872231,0.7540448,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
0.12954971,-1.2623924,0.07348089,2.3040361,-0.3872231,0.2573707,0.3736298,-2.0190861,0,-0.06283503,-0.22586986,0.9834151,-2.2038412,1
-0.9506425,-0.21244483,1.4303887,-0.046278223,0.94641834,-1.4809885,0.3736298,-3.2208908,1,-0.14686556,-0.21831718,1.5753338,-3.026336,0
-0.35133553,2.937398,-0.3638464,-3.1800308,2.2800598,0.2573707,1.0008888,-4.4226956,0,-0.01691404,4.640426,0.19979903,-3.684332,0
0.53833824,1.8874503,-0.20714104,-0.046278223,1.613239,0.009033683,1.0008888,-2.0190861,0,-0.28807148,-0.10237707,-0.33296785,-1.5458454,1
0.5804855,-2.31234,-0.0013507698,0.34544083,-1.7208645,1.2507188,0.3736298,-0.8172816,0,-0.09467079,-0.3482005,-0.037965704,-0.8878496,1
-1.480259,-0.21244483,-1.1384921,-2.0048735,0.94641834,-0.23930335,1.0008888,0.384523,1,-0.14686556,-0.21831718,-1.324652,0.26364303,0
2.302715,-0.21244483,3.0453126,-1.2214354,-0.3872231,0.7540448,-0.8808883,-2.0190861,1,-0.14686556,-0.21831718,0.33248278,0.26364303,0
-0.42102617,-0.21244483,2.816516,-2.7883117,-0.3872231,-0.23930335,0.3736298,0.384523,1,-0.14686556,-0.21831718,-0.0818009,-1.8748434,0
-0.53491324,-1.2623924,-0.112230636,-0.046278223,2.2800598,-0.98431444,2.2554069,-2.0190861,0,0.6838747,-0.2538487,0.3941484,-5.49382,0
0.18424967,-0.21244483,-0.088197745,1.128879,-1.7208645,0.7540448,-0.25362924,0.384523,0,-0.14686556,-0.21831718,0.74676645,0.26364303,1
-0.44422704,-2.31234,1.5482163,-2.3965926,1.613239,0.50570774,2.2554069,-3.2208908,1,-0.17392457,-0.18966751,-0.2042616,-2.3683403,1
-0.4510627,1.8874503,-0.25913182,-1.6131545,0.94641834,1.2507188,2.2554069,-2.0190861,0,-0.15911455,-0.30802432,0.9054743,-4.8358245,1
0.12291509,0.8375028,1.296406,1.912317,0.27959764,-0.98431444,1.6281478,0.384523,0,1.1669021,-0.21213238,0.77716327,-1.5458454,0
-0.9506425,-0.21244483,0.21824376,-0.43799728,0.94641834,-1.4809885,1.6281478,-2.0190861,0,-0.14686556,-0.21831718,-0.0818009,-2.3683403,0
1.2434824,-2.31234,-1.4535965,1.520598,-0.3872231,-0.7359774,-0.8808883,0.384523,1,-0.14686556,-0.21831718,1.5753338,0.26364303,1
-1.226878,2.937398,-0.4606556,-1.2214354,0.27959764,-0.23930335,0.3736298,-0.8172816,1,-0.24639529,-0.23515469,-1.8532531,-5.8228183,1
-0.19404773,-0.21244483,-0.21984628,-1.2214354,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,0
2.8323314,-1.2623924,1.3142842,-0.43799728,2.2800598,0.2573707,-0.25362924,0.384523,0,-0.14686556,-0.21831718,-2.3189328,0.26364303,0
0.48688757,-0.21244483,-0.46438488,0.7371599,-1.7208645,1.7473929,-0.25362924,0.384523,1,-0.14686556,-0.21831718,1.1610501,0.26364303,0
-1.2532804,-0.21244483,-0.029028486,-1.2214354,-1.7208645,1.2507188,1.0008888,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,0
0.40748096,-1.2623924,1.5409389,-0.43799728,2.2800598,1.0023818,0.3736298,-0.8172816,0,-0.27716458,-0.16532153,0.4030699,-3.684332,0
-0.3453667,-0.21244483,0.059739538,0.7371599,-0.3872231,1.2507188,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,1
-0.8749831,-0.21244483,0.271974,-0.43799728,-0.3872231,-0.23930335,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.74676645,0.26364303,0
0.86518496,-0.21244483,0.20479235,-1.6131545,-0.3872231,-0.98431444,-0.8808883,0.384523,1,-0.14686556,-0.21831718,-0.0818009,0.26364303,1
-0.6480046,-0.21244483,0.053480435,-0.8297163,-0.3872231,-0.48764038,-0.8808883,0.384523,1,-0.14686556,-0.21831718,0.24962604,0.26364303,0
